
  ------------------------------------------------------------------------------
  | Program:  LeroiAir                                
  | Version:  5.5.5                                   
  | Date:     06 September, 2018                      
  |
  | Authors:  CSIRO Electromagnetic Modelling Group   
  |           Art Raiche, Fred Sugeng and Glenn Wilson
  | Project:  AMIRA P223F                             
  |
  | Compiler: GCC version 10.1.0
  | Options:  -march=broadwell -mmmx -mno-3dnow -msse -msse2 -msse3 -mssse3 -mno-sse4a -mcx16 -msahf -mmovbe -maes -mno-sha -mpclmul -mpopcnt -mabm -mno-lwp -mfma -mno-fma4 -mno-xop -mbmi -mno-sgx -mbmi2 -mno-pconfig -mno-wbnoinvd -mno-tbm -mavx -mavx2 -msse4.2 -msse4.1 -mlzcnt -mrtm -mhle -mrdrnd -mf16c -mfsgsbase -mrdseed -mprfchw -madx -mfxsr -mxsave -mxsaveopt -mno-avx512f -mno-avx512er -mno-avx512cd -mno-avx512pf -mno-prefetchwt1 -mno-clflushopt -mno-xsavec -mno-xsaves -mno-avx512dq -mno-avx512bw -mno-avx512vl -mno-avx512ifma -mno-avx512vbmi -mno-avx5124fmaps -mno-avx5124vnniw -mno-clwb -mno-mwaitx -mno-clzero -mno-pku -mno-rdpid -mno-gfni -mno-shstk -mno-avx512vbmi2 -mno-avx512vnni -mno-vaes -mno-vpclmulqdq -mno-avx512bitalg -mno-movdiri -mno-movdir64b -mno-waitpkg -mno-cldemote -mno-ptwrite -mno-avx512bf16 -mno-enqcmd -mno-avx512vp2intersect --param=l1-cache-size=32 --param=l1-cache-line-size=64 --param=l2-cache-size=35840 -mtune=broadwell -O3 -fwhole-program -freal-4-real-10 -freal-8-real-10
  |
  | Started:  11/08/2020 at 09:42:22
  ------------------------------------------------------------------------------


 DIGHEM Example: 100 ohm m regolith + 1 m thick, 10 S target (modelled as 10 m thick)

  TDFD =  2   DO3D =  1   PRFL =  1    ISTOP = 0

          +------------------------------------------------+
          +  Frequency-Domain Airborne System Information  +
          +------------------------------------------------+

  NFRQ =  5;  CMP = 1;  NPPF = 3
  Data will be expressed as ppm 

  Frequencies, Tx Angles and Receiver Offset(s)

     Frequency  TXCLN  TXAZM   ZRX   XRX   YRX   CONFIG
     ---------  -----  -----   ---   ---   ---   ------
  1     400.      0.     0.    0.0   8.1   0.0    HCP
  2     900.     90.     0.    0.0   8.1   0.0    VCA
  3    5500.     90.     0.    0.0   8.1   0.0    VCA
  4    7200.      0.     0.    0.0   8.1   0.0    HCP
  5   56000.      0.     0.    0.0   6.3   0.0    HCP


  NSTAT =       161   SURVEY = 2   BAROMTRC = 1   LINE_TAG = 1

      161 transmitter positions along the flight path

     Line   Stat       East        North       Alt     Bearing
          68          0.000        343.8        131.2    
          69          0.000        356.2        131.2    
          70          0.000        368.8        131.2    
          71          0.000        381.2        131.2    
          72          0.000        393.8        131.2    
          73          0.000        406.2        131.2    
          74          0.000        418.8        131.2    
          75          0.000        431.2        131.2    
          76          0.000        443.8        131.2    
          77          0.000        456.2        131.2    
          78          0.000        468.8        131.2    
          79          0.000        481.2        131.2    
          80          0.000        493.8        131.2    
  
    6      1          0.000       -493.8        143.8    
           2          0.000       -481.2        143.8    
           3          0.000       -468.8        143.8    
           4          0.000       -456.2        143.8    
           5          0.000       -443.8        143.8    
           6          0.000       -431.2        143.8    
           7          0.000       -418.8        143.8    
           8          0.000       -406.2        143.8    
           9          0.000       -393.8        143.8    
          10          0.000       -381.2        143.8    
          11          0.000       -368.8        143.8    
          12          0.000       -356.2        143.8    
          13          0.000       -343.8        143.8    
          14          0.000       -331.2        143.8    
          15          0.000       -318.8        143.8    
          16          0.000       -306.2        143.8    
          17          0.000       -293.8        143.8    
          18          0.000       -281.2        143.8    
          19          0.000       -268.8        143.8    
          20          0.000       -256.2        143.8    
          21          0.000       -243.8        143.8    
          22          0.000       -231.2        143.8    
          23          0.000       -218.8        143.8    
          24          0.000       -206.2        143.8    
          25          0.000       -193.8        143.8    
          26          0.000       -181.2        143.8    
          27          0.000       -168.8        143.8    
          28          0.000       -156.2        143.8    
          29          0.000       -143.8        143.8    
          30          0.000       -131.2        143.8    
          31          0.000       -118.8        143.8    
          32          0.000       -106.2        143.8    
          33          0.000       -93.75        143.8    
          34          0.000       -81.25        143.8    
          35          0.000       -68.75        143.8    
          36          0.000       -56.25        143.8    
          37          0.000       -43.75        143.8    
          38          0.000       -31.25        143.8    
          39          0.000       -18.75        143.8    
          40          0.000       -6.250        143.8    
          41          0.000        6.250        143.8    
          42          0.000        18.75        143.8    
          43          0.000        31.25        143.8    
          44          0.000        43.75        143.8    
          45          0.000        56.25        143.8    
          46          0.000        68.75        143.8    
          47          0.000        81.25        143.8    
          48          0.000        93.75        143.8    
          49          0.000        106.2        143.8    
          50          0.000        118.8        143.8    
          51          0.000        131.2        143.8    
          52          0.000        143.8        143.8    
          53          0.000        156.2        143.8    
          54          0.000        168.8        143.8    
          55          0.000        181.2        143.8    
          56          0.000        193.8        143.8    
          57          0.000        206.2        143.8    
          58          0.000        218.8        143.8    
          59          0.000        231.2        143.8    
          60          0.000        243.8        143.8    
          61          0.000        256.2        143.8    
          62          0.000        268.8        143.8    
          63          0.000        281.2        143.8    
          64          0.000        293.8        143.8    
          65          0.000        306.2        143.8    
          66          0.000        318.8        143.8    
          67          0.000        331.2        143.8    
          68          0.000        343.8        143.8    
          69          0.000        356.2        143.8    
          70          0.000        368.8        143.8    
          71          0.000        381.2        143.8    
          72          0.000        393.8        143.8    
          73          0.000        406.2        143.8    
          74          0.000        418.8        143.8    
          75          0.000        431.2        143.8    
          76          0.000        443.8        143.8    
          77          0.000        456.2        143.8    
          78          0.000        468.8        143.8    
          79          0.000        481.2        143.8    
          80          0.000        493.8        143.8    
  
    7      1          0.000       -493.8        156.2    
           2          0.000       -481.2        156.2    
           3          0.000       -468.8        156.2    
           4          0.000       -456.2        156.2    
           5          0.000       -443.8        156.2    
           6          0.000       -431.2        156.2    
           7          0.000       -418.8        156.2    
           8          0.000       -406.2        156.2    
           9          0.000       -393.8        156.2    
          10          0.000       -381.2        156.2    
          11          0.000       -368.8        156.2    
          12          0.000       -356.2        156.2    
          13          0.000       -343.8        156.2    
          14          0.000       -331.2        156.2    
          15          0.000       -318.8        156.2    
          16          0.000       -306.2        156.2    
          17          0.000       -293.8        156.2    
          18          0.000       -281.2        156.2    
          19          0.000       -268.8        156.2    
          20          0.000       -256.2        156.2    
          21          0.000       -243.8        156.2    
          22          0.000       -231.2        156.2    
          23          0.000       -218.8        156.2    
          24          0.000       -206.2        156.2    
          25          0.000       -193.8        156.2    
          26          0.000       -181.2        156.2    
          27          0.000       -168.8        156.2    
          28          0.000       -156.2        156.2    
          29          0.000       -143.8        156.2    
          30          0.000       -131.2        156.2    
          31          0.000       -118.8        156.2    
          32          0.000       -106.2        156.2    
          33          0.000       -93.75        156.2    
          34          0.000       -81.25        156.2    
          35          0.000       -68.75        156.2    
          36          0.000       -56.25        156.2    
          37          0.000       -43.75        156.2    
          38          0.000       -31.25        156.2    
          39          0.000       -18.75        156.2    
          40          0.000       -6.250        156.2    
          41          0.000        6.250        156.2    
          42          0.000        18.75        156.2    
          43          0.000        31.25        156.2    
          44          0.000        43.75        156.2    
          45          0.000        56.25        156.2    
          46          0.000        68.75        156.2    
          47          0.000        81.25        156.2    
          48          0.000        93.75        156.2    
          49          0.000        106.2        156.2    
          50          0.000        118.8        156.2    
          51          0.000        131.2        156.2    
          52          0.000        143.8        156.2    
          53          0.000        156.2        156.2    
          54          0.000        168.8        156.2    
          55          0.000        181.2        156.2    
          56          0.000        193.8        156.2    
          57          0.000        206.2        156.2    
          58          0.000        218.8        156.2    
          59          0.000        231.2        156.2    
          60          0.000        243.8        156.2    
          61          0.000        256.2        156.2    
          62          0.000        268.8        156.2    
          63          0.000        281.2        156.2    
          64          0.000        293.8        156.2    
          65          0.000        306.2        156.2    
          66          0.000        318.8        156.2    
          67          0.000        331.2        156.2    
          68          0.000        343.8        156.2    
          69          0.000        356.2        156.2    
          70          0.000        368.8        156.2    
          71          0.000        381.2        156.2    
          72          0.000        393.8        156.2    
          73          0.000        406.2        156.2    
          74          0.000        418.8        156.2    
          75          0.000        431.2        156.2    
          76          0.000        443.8        156.2    
          77          0.000        456.2        156.2    
          78          0.000        468.8        156.2    
          79          0.000        481.2        156.2    
          80          0.000        493.8        156.2    
  
    8      1          0.000       -493.8        168.8    
           2          0.000       -481.2        168.8    
           3          0.000       -468.8        168.8    
           4          0.000       -456.2        168.8    
           5          0.000       -443.8        168.8    
           6          0.000       -431.2        168.8    
           7          0.000       -418.8        168.8    
           8          0.000       -406.2        168.8    
           9          0.000       -393.8        168.8    
          10          0.000       -381.2        168.8    
          11          0.000       -368.8        168.8    
          12          0.000       -356.2        168.8    
          13          0.000       -343.8        168.8    
          14          0.000       -331.2        168.8    
          15          0.000       -318.8        168.8    
          16          0.000       -306.2        168.8    
          17          0.000       -293.8        168.8    
          18          0.000       -281.2        168.8    
          19          0.000       -268.8        168.8    
          20          0.000       -256.2        168.8    
          21          0.000       -243.8        168.8    
          22          0.000       -231.2        168.8    
          23          0.000       -218.8        168.8    
          24          0.000       -206.2        168.8    
          25          0.000       -193.8        168.8    
          26          0.000       -181.2        168.8    
          27          0.000       -168.8        168.8    
          28          0.000       -156.2        168.8    
          29          0.000       -143.8        168.8    
          30          0.000       -131.2        168.8    
          31          0.000       -118.8        168.8    
          32          0.000       -106.2        168.8    
          33          0.000       -93.75        168.8    
          34          0.000       -81.25        168.8    
          35          0.000       -68.75        168.8    
          36          0.000       -56.25        168.8    
          37          0.000       -43.75        168.8    
          38          0.000       -31.25        168.8    
          39          0.000       -18.75        168.8    
          40          0.000       -6.250        168.8    
          41          0.000        6.250        168.8    
          42          0.000        18.75        168.8    
          43          0.000        31.25        168.8    
          44          0.000        43.75        168.8    
          45          0.000        56.25        168.8    
          46          0.000        68.75        168.8    
          47          0.000        81.25        168.8    
          48          0.000        93.75        168.8    
          49          0.000        106.2        168.8    
          50          0.000        118.8        168.8    
          51          0.000        131.2        168.8    
          52          0.000        143.8        168.8    
          53          0.000        156.2        168.8    
          54          0.000        168.8        168.8    
          55          0.000        181.2        168.8    
          56          0.000        193.8        168.8    
          57          0.000        206.2        168.8    
          58          0.000        218.8        168.8    
          59          0.000        231.2        168.8    
          60          0.000        243.8        168.8    
          61          0.000        256.2        168.8    
          62          0.000        268.8        168.8    
          63          0.000        281.2        168.8    
          64          0.000        293.8        168.8    
          65          0.000        306.2        168.8    
          66          0.000        318.8        168.8    
          67          0.000        331.2        168.8    
          68          0.000        343.8        168.8    
          69          0.000        356.2        168.8    
          70          0.000        368.8        168.8    
          71          0.000        381.2        168.8    
          72          0.000        393.8        168.8    
          73          0.000        406.2        168.8    
          74          0.000        418.8        168.8    
          75          0.000        431.2        168.8    
          76          0.000        443.8        168.8    
          77          0.000        456.2        168.8    
          78          0.000        468.8        168.8    
          79          0.000        481.2        168.8    
          80          0.000        493.8        168.8    

   Frequency    Coupled Primary   Normalisation
   Index        Field (pT)        Factor
   ---------    ---------------   ------------
     1             188.2            5314.    
     2             376.3            2657.    
     3             376.3            2657.    
     4             188.2            5314.    
     5             399.9            2500.    

  FREQUENCY-DOMAIN LeroiAir OUTPUT
  ---------------------------------


 TITLE:  DIGHEM Example: 100 ohm m regolith + 1 m thick, 10 S target (modelled as 10 m thick)
 -----


  SINGLE COMPONENT RESPONSE ALONG TRANSMITTER DIPOLE DIRECTION


         IN-PHASE COMPONENT - ppm

         EAST     NORTH    ALT      400.        900.       5500.       7200.      56000.
                                    HCP         VCA         VCA         HCP         HCP

  1     -2508         0     30        3.21        3.19       46.60      258.02      657.47
  2     -2458         0     30        3.21        3.19       46.60      258.02      657.47
  3     -2408         0     30        3.21        3.19       46.60      258.02      657.47
  4     -2358         0     30        3.21        3.19       46.60      258.02      657.47
  5     -2308         0     30        3.21        3.19       46.60      258.02      657.47
  6     -2258         0     30        3.21        3.19       46.60      258.02      657.47
  7     -2208         0     30        3.21        3.19       46.60      258.02      657.47
  8     -2158         0     30        3.21        3.19       46.60      258.02      657.47
  9     -2108         0     30        3.21        3.19       46.60      258.02      657.47
 10     -2058         0     30        3.21        3.19       46.60      258.02      657.47
 11     -2008         0     30        3.21        3.19       46.60      258.02      657.47
 12     -1958         0     30        3.21        3.19       46.60      258.02      657.47
 13     -1908         0     30        3.21        3.19       46.60      258.02      657.47
 14     -1858         0     30        3.21        3.19       46.60      258.02      657.47
 15     -1808         0     30        3.21        3.19       46.60      258.02      657.47
 16     -1758         0     30        3.21        3.19       46.60      258.02      657.47
 17     -1708         0     30        3.21        3.19       46.60      258.02      657.47
 18     -1658         0     30        3.21        3.19       46.60      258.02      657.47
 19     -1608         0     30        3.21        3.19       46.60      258.02      657.47
 20     -1558         0     30        3.21        3.19       46.60      258.02      657.47
 21     -1508         0     30        3.21        3.19       46.60      258.02      657.47
 22     -1458         0     30        3.21        3.19       46.60      258.02      657.47
 23     -1408         0     30        3.21        3.19       46.60      258.02      657.47
 24     -1358         0     30        3.21        3.19       46.60      258.02      657.47
 25     -1308         0     30        3.21        3.19       46.60      258.02      657.47
 26     -1258         0     30        3.21        3.19       46.60      258.02      657.47
 27     -1208         0     30        3.21        3.19       46.60      258.02      657.47
 28     -1158         0     30        3.21        3.19       46.60      258.02      657.47
 29     -1108         0     30        3.21        3.20       46.60      258.02      657.47
 30     -1058         0     30        3.21        3.20       46.60      258.02      657.47
 31     -1008         0     30        3.21        3.20       46.60      258.02      657.47
 32      -958         0     30        3.22        3.20       46.60      258.02      657.47
 33      -908         0     30        3.22        3.20       46.60      258.02      657.47
 34      -858         0     30        3.23        3.21       46.60      258.02      657.47
 35      -808         0     30        3.23        3.21       46.60      258.02      657.47
 36      -758         0     30        3.24        3.22       46.59      258.02      657.47
 37      -708         0     30        3.26        3.22       46.59      258.02      657.47
 38      -658         0     30        3.27        3.23       46.59      258.02      657.47
 39      -608         0     30        3.29        3.24       46.59      258.02      657.47
 40      -558         0     30        3.32        3.25       46.58      258.02      657.47
 41      -508         0     30        3.36        3.25       46.57      258.02      657.47
 42      -496         0     30        3.37        3.25       46.57      258.02      657.47
 43      -483         0     30        3.38        3.25       46.56      258.03      657.47
 44      -471         0     30        3.40        3.25       46.56      258.03      657.47
 45      -458         0     30        3.41        3.25       46.56      258.03      657.47
 46      -446         0     30        3.43        3.25       46.55      258.03      657.47
 47      -433         0     30        3.44        3.25       46.55      258.02      657.47
 48      -421         0     30        3.46        3.25       46.55      258.02      657.47
 49      -408         0     30        3.48        3.25       46.55      258.02      657.47
 50      -396         0     30        3.50        3.25       46.54      258.02      657.47
 51      -383         0     30        3.52        3.25       46.54      258.01      657.47
 52      -371         0     30        3.55        3.25       46.55      258.00      657.47
 53      -358         0     30        3.57        3.24       46.55      257.99      657.47
 54      -346         0     30        3.60        3.24       46.55      257.97      657.47
 55      -333         0     30        3.63        3.23       46.56      257.95      657.47
 56      -321         0     30        3.66        3.23       46.57      257.92      657.47
 57      -308         0     30        3.70        3.22       46.58      257.88      657.47
 58      -296         0     30        3.73        3.22       46.60      257.83      657.47
 59      -283         0     30        3.77        3.21       46.62      257.77      657.47
 60      -271         0     30        3.82        3.21       46.65      257.70      657.47
 61      -258         0     30        3.86        3.20       46.68      257.62      657.47
 62      -246         0     30        3.91        3.20       46.71      257.52      657.47
 63      -233         0     30        3.96        3.19       46.74      257.41      657.47
 64      -221         0     30        4.01        3.20       46.77      257.29      657.47
 65      -208         0     30        4.07        3.20       46.79      257.16      657.47
 66      -196         0     30        4.12        3.21       46.81      257.04      657.47
 67      -183         0     30        4.18        3.23       46.81      256.94      657.47
 68      -171         0     30        4.24        3.27       46.80      256.87      657.47
 69      -158         0     30        4.29        3.31       46.76      256.86      657.47
 70      -146         0     30        4.34        3.39       46.70      256.92      657.48
 71      -133         0     30        4.38        3.48       46.60      257.07      657.48
 72      -121         0     30        4.41        3.62       46.48      257.35      657.49
 73      -108         0     30        4.41        3.81       46.35      257.73      657.51
 74       -96         0     30        4.38        4.06       46.23      258.20      657.53
 75       -83         0     30        4.31        4.38       46.17      258.70      657.54
 76       -71         0     30        4.19        4.78       46.22      259.11      657.54
 77       -58         0     30        4.02        5.27       46.41      259.34      657.53
 78       -46         0     30        3.80        5.80       46.78      259.27      657.51
 79       -33         0     30        3.57        6.34       47.26      258.93      657.49
 80       -21         0     30        3.36        6.79       47.76      258.45      657.47
 81        -8         0     30        3.23        7.07       48.09      258.08      657.47
 82         4         0     30        3.21        7.11       48.14      258.02      657.47
 83        17         0     30        3.31        6.89       47.88      258.32      657.47
 84        29         0     30        3.50        6.48       47.42      258.79      657.49
 85        42         0     30        3.73        5.97       46.91      259.20      657.51
 86        54         0     30        3.96        5.42       46.50      259.35      657.53
 87        67         0     30        4.14        4.92       46.26      259.21      657.54
 88        79         0     30        4.28        4.49       46.17      258.83      657.54
 89        92         0     30        4.37        4.15       46.21      258.35      657.53
 90       104         0     30        4.40        3.88       46.31      257.86      657.51
 91       117         0     30        4.41        3.67       46.44      257.45      657.50
 92       129         0     30        4.39        3.52       46.57      257.14      657.49
 93       142         0     30        4.35        3.41       46.67      256.95      657.48
 94       154         0     30        4.31        3.33       46.75      256.87      657.47
 95       167         0     30        4.26        3.28       46.79      256.86      657.47
 96       179         0     30        4.20        3.24       46.81      256.92      657.47
 97       192         0     30        4.14        3.22       46.81      257.01      657.47
 98       204         0     30        4.08        3.20       46.80      257.13      657.47
 99       217         0     30        4.03        3.20       46.77      257.25      657.47
100       229         0     30        3.98        3.19       46.75      257.37      657.47
101       242         0     30        3.92        3.20       46.71      257.49      657.47
102       254         0     30        3.88        3.20       46.68      257.59      657.47
103       267         0     30        3.83        3.20       46.66      257.68      657.47
104       279         0     30        3.79        3.21       46.63      257.75      657.47
105       292         0     30        3.75        3.22       46.61      257.82      657.47
106       304         0     30        3.71        3.22       46.59      257.87      657.47
107       317         0     30        3.67        3.23       46.57      257.91      657.47
108       329         0     30        3.64        3.23       46.56      257.94      657.47
109       342         0     30        3.61        3.24       46.56      257.96      657.47
110       354         0     30        3.58        3.24       46.55      257.98      657.47
111       367         0     30        3.55        3.25       46.55      258.00      657.47
112       379         0     30        3.53        3.25       46.54      258.01      657.47
113       392         0     30        3.51        3.25       46.54      258.01      657.47
114       404         0     30        3.49        3.25       46.55      258.02      657.47
115       417         0     30        3.47        3.25       46.55      258.02      657.47
116       429         0     30        3.45        3.25       46.55      258.02      657.47
117       442         0     30        3.43        3.25       46.55      258.03      657.47
118       454         0     30        3.42        3.25       46.56      258.03      657.47
119       467         0     30        3.40        3.25       46.56      258.03      657.47
120       479         0     30        3.39        3.25       46.56      258.03      657.47
121       492         0     30        3.37        3.25       46.57      258.03      657.47
122       542         0     30        3.33        3.25       46.58      258.02      657.47
123       592         0     30        3.30        3.24       46.58      258.02      657.47
124       642         0     30        3.28        3.23       46.59      258.02      657.47
125       692         0     30        3.26        3.23       46.59      258.02      657.47
126       742         0     30        3.25        3.22       46.59      258.02      657.47
127       792         0     30        3.24        3.21       46.60      258.02      657.47
128       842         0     30        3.23        3.21       46.60      258.02      657.47
129       892         0     30        3.22        3.20       46.60      258.02      657.47
130       942         0     30        3.22        3.20       46.60      258.02      657.47
131       992         0     30        3.22        3.20       46.60      258.02      657.47
132      1042         0     30        3.21        3.20       46.60      258.02      657.47
133      1092         0     30        3.21        3.20       46.60      258.02      657.47
134      1142         0     30        3.21        3.19       46.60      258.02      657.47
135      1192         0     30        3.21        3.19       46.60      258.02      657.47
136      1242         0     30        3.21        3.19       46.60      258.02      657.47
137      1292         0     30        3.21        3.19       46.60      258.02      657.47
138      1342         0     30        3.21        3.19       46.60      258.02      657.47
139      1392         0     30        3.21        3.19       46.60      258.02      657.47
140      1442         0     30        3.21        3.19       46.60      258.02      657.47
141      1492         0     30        3.21        3.19       46.60      258.02      657.47
142      1542         0     30        3.21        3.19       46.60      258.02      657.47
143      1592         0     30        3.21        3.19       46.60      258.02      657.47
144      1642         0     30        3.21        3.19       46.60      258.02      657.47
145      1692         0     30        3.21        3.19       46.60      258.02      657.47
146      1742         0     30        3.21        3.19       46.60      258.02      657.47
147      1792         0     30        3.21        3.19       46.60      258.02      657.47
148      1842         0     30        3.21        3.19       46.60      258.02      657.47
149      1892         0     30        3.21        3.19       46.60      258.02      657.47
150      1942         0     30        3.21        3.19       46.60      258.02      657.47
151      1992         0     30        3.21        3.19       46.60      258.02      657.47
152      2042         0     30        3.21        3.19       46.60      258.02      657.47
153      2092         0     30        3.21        3.19       46.60      258.02      657.47
154      2142         0     30        3.21        3.19       46.60      258.02      657.47
155      2192         0     30        3.21        3.19       46.60      258.02      657.47
156      2242         0     30        3.21        3.19       46.60      258.02      657.47
157      2292         0     30        3.21        3.19       46.60      258.02      657.47
158      2342         0     30        3.21        3.19       46.60      258.02      657.47
159      2392         0     30        3.21        3.19       46.60      258.02      657.47
160      2442         0     30        3.21        3.19       46.60      258.02      657.47
161      2492         0     30        3.21        3.19       46.60      258.02      657.47


         QUADRATURE COMPONENT - ppm

         EAST     NORTH    ALT      400.        900.       5500.       7200.      56000.
                                    HCP         VCA         VCA         HCP         HCP

  1     -2508         0     30       44.31       23.85      106.07      508.10      521.58
  2     -2458         0     30       44.31       23.85      106.07      508.10      521.58
  3     -2408         0     30       44.31       23.85      106.07      508.10      521.58
  4     -2358         0     30       44.31       23.85      106.07      508.10      521.58
  5     -2308         0     30       44.31       23.85      106.07      508.10      521.58
  6     -2258         0     30       44.31       23.85      106.07      508.10      521.58
  7     -2208         0     30       44.31       23.85      106.07      508.10      521.58
  8     -2158         0     30       44.31       23.85      106.07      508.10      521.58
  9     -2108         0     30       44.31       23.85      106.07      508.10      521.58
 10     -2058         0     30       44.31       23.85      106.07      508.10      521.58
 11     -2008         0     30       44.31       23.85      106.07      508.10      521.58
 12     -1958         0     30       44.31       23.85      106.07      508.10      521.58
 13     -1908         0     30       44.31       23.85      106.07      508.10      521.58
 14     -1858         0     30       44.31       23.85      106.07      508.10      521.58
 15     -1808         0     30       44.31       23.85      106.07      508.10      521.58
 16     -1758         0     30       44.31       23.85      106.07      508.10      521.58
 17     -1708         0     30       44.31       23.85      106.07      508.10      521.58
 18     -1658         0     30       44.31       23.85      106.07      508.10      521.58
 19     -1608         0     30       44.31       23.85      106.07      508.10      521.58
 20     -1558         0     30       44.31       23.85      106.07      508.10      521.58
 21     -1508         0     30       44.31       23.85      106.07      508.10      521.58
 22     -1458         0     30       44.31       23.85      106.07      508.10      521.58
 23     -1408         0     30       44.31       23.85      106.07      508.10      521.58
 24     -1358         0     30       44.31       23.85      106.07      508.10      521.58
 25     -1308         0     30       44.31       23.85      106.07      508.10      521.58
 26     -1258         0     30       44.31       23.85      106.07      508.10      521.58
 27     -1208         0     30       44.31       23.85      106.07      508.10      521.58
 28     -1158         0     30       44.31       23.85      106.07      508.10      521.58
 29     -1108         0     30       44.31       23.85      106.07      508.10      521.58
 30     -1058         0     30       44.31       23.85      106.07      508.10      521.58
 31     -1008         0     30       44.31       23.85      106.07      508.10      521.58
 32      -958         0     30       44.31       23.85      106.07      508.10      521.58
 33      -908         0     30       44.31       23.85      106.07      508.10      521.58
 34      -858         0     30       44.31       23.85      106.07      508.10      521.58
 35      -808         0     30       44.31       23.85      106.07      508.10      521.58
 36      -758         0     30       44.31       23.85      106.07      508.10      521.58
 37      -708         0     30       44.31       23.85      106.07      508.10      521.58
 38      -658         0     30       44.32       23.86      106.07      508.10      521.58
 39      -608         0     30       44.33       23.86      106.07      508.10      521.58
 40      -558         0     30       44.34       23.87      106.07      508.10      521.58
 41      -508         0     30       44.37       23.89      106.06      508.10      521.58
 42      -496         0     30       44.38       23.89      106.06      508.10      521.58
 43      -483         0     30       44.39       23.89      106.05      508.10      521.58
 44      -471         0     30       44.40       23.90      106.05      508.11      521.58
 45      -458         0     30       44.41       23.90      106.05      508.11      521.58
 46      -446         0     30       44.42       23.90      106.04      508.11      521.58
 47      -433         0     30       44.44       23.91      106.03      508.12      521.58
 48      -421         0     30       44.46       23.91      106.03      508.12      521.58
 49      -408         0     30       44.47       23.92      106.02      508.13      521.58
 50      -396         0     30       44.50       23.92      106.01      508.13      521.58
 51      -383         0     30       44.52       23.93      106.00      508.14      521.58
 52      -371         0     30       44.55       23.93      105.98      508.15      521.58
 53      -358         0     30       44.58       23.93      105.97      508.16      521.58
 54      -346         0     30       44.61       23.93      105.95      508.17      521.58
 55      -333         0     30       44.65       23.94      105.94      508.18      521.58
 56      -321         0     30       44.69       23.94      105.92      508.19      521.58
 57      -308         0     30       44.74       23.94      105.91      508.20      521.58
 58      -296         0     30       44.79       23.94      105.89      508.20      521.58
 59      -283         0     30       44.85       23.93      105.88      508.20      521.58
 60      -271         0     30       44.92       23.93      105.87      508.18      521.58
 61      -258         0     30       44.99       23.92      105.87      508.15      521.58
 62      -246         0     30       45.07       23.92      105.87      508.09      521.58
 63      -233         0     30       45.16       23.90      105.88      508.01      521.58
 64      -221         0     30       45.26       23.89      105.90      507.89      521.58
 65      -208         0     30       45.37       23.87      105.92      507.72      521.58
 66      -196         0     30       45.49       23.85      105.96      507.50      521.58
 67      -183         0     30       45.62       23.83      106.01      507.21      521.58
 68      -171         0     30       45.76       23.81      106.06      506.85      521.57
 69      -158         0     30       45.90       23.79      106.11      506.43      521.57
 70      -146         0     30       46.05       23.78      106.16      505.93      521.57
 71      -133         0     30       46.18       23.77      106.18      505.40      521.57
 72      -121         0     30       46.31       23.78      106.15      504.86      521.57
 73      -108         0     30       46.39       23.82      106.06      504.38      521.57
 74       -96         0     30       46.42       23.90      105.87      504.03      521.59
 75       -83         0     30       46.37       24.04      105.56      503.90      521.61
 76       -71         0     30       46.21       24.26      105.12      504.07      521.63
 77       -58         0     30       45.93       24.56      104.55      504.60      521.65
 78       -46         0     30       45.53       24.92      103.90      505.44      521.66
 79       -33         0     30       45.06       25.32      103.25      506.45      521.64
 80       -21         0     30       44.63       25.68      102.71      507.39      521.61
 81        -8         0     30       44.35       25.91      102.37      508.01      521.58
 82         4         0     30       44.32       25.94      102.33      508.09      521.58
 83        17         0     30       44.53       25.77      102.58      507.62      521.60
 84        29         0     30       44.93       25.44      103.07      506.75      521.63
 85        42         0     30       45.39       25.04      103.70      505.73      521.66
 86        54         0     30       45.82       24.66      104.36      504.82      521.66
 87        67         0     30       46.14       24.34      104.96      504.19      521.64
 88        79         0     30       46.34       24.10      105.44      503.91      521.61
 89        92         0     30       46.42       23.94      105.79      503.96      521.59
 90       104         0     30       46.41       23.84      106.01      504.26      521.58
 91       117         0     30       46.34       23.79      106.13      504.71      521.57
 92       129         0     30       46.22       23.77      106.17      505.24      521.57
 93       142         0     30       46.09       23.77      106.17      505.78      521.57
 94       154         0     30       45.95       23.79      106.13      506.29      521.57
 95       167         0     30       45.80       23.81      106.08      506.73      521.57
 96       179         0     30       45.66       23.83      106.02      507.11      521.58
 97       192         0     30       45.53       23.85      105.97      507.42      521.58
 98       204         0     30       45.41       23.87      105.93      507.66      521.58
 99       217         0     30       45.30       23.89      105.90      507.84      521.58
100       229         0     30       45.19       23.90      105.88      507.98      521.58
101       242         0     30       45.10       23.91      105.87      508.07      521.58
102       254         0     30       45.01       23.92      105.87      508.13      521.58
103       267         0     30       44.94       23.93      105.87      508.17      521.58
104       279         0     30       44.87       23.93      105.88      508.19      521.58
105       292         0     30       44.81       23.94      105.89      508.20      521.58
106       304         0     30       44.75       23.94      105.90      508.20      521.58
107       317         0     30       44.70       23.94      105.92      508.19      521.58
108       329         0     30       44.66       23.94      105.93      508.19      521.58
109       342         0     30       44.62       23.94      105.95      508.18      521.58
110       354         0     30       44.59       23.93      105.97      508.17      521.58
111       367         0     30       44.56       23.93      105.98      508.16      521.58
